video-name,t-start,t-end,label,score
video_validation_0000051.mp4,12.8,17.066666666666666,999,29.911396026611328
video_validation_0000051.mp4,14.933333333333334,19.2,999,30.19589614868164
video_validation_0000051.mp4,17.066666666666666,21.333333333333332,999,32.225982666015625
video_validation_0000051.mp4,19.2,23.466666666666665,999,35.77158737182617
video_validation_0000051.mp4,21.333333333333332,25.6,999,36.459842681884766
video_validation_0000051.mp4,23.466666666666665,27.733333333333334,999,35.84429168701172
video_validation_0000051.mp4,25.6,29.866666666666667,999,35.48714828491211
video_validation_0000051.mp4,27.733333333333334,32.0,999,35.8281135559082
video_validation_0000051.mp4,29.866666666666667,34.13333333333333,999,36.3999137878418
video_validation_0000051.mp4,32.0,36.266666666666666,999,36.01823425292969
video_validation_0000051.mp4,34.13333333333333,38.4,999,36.0076789855957
video_validation_0000051.mp4,36.266666666666666,40.53333333333333,999,36.40218734741211
video_validation_0000051.mp4,38.4,42.666666666666664,999,36.279273986816406
video_validation_0000051.mp4,40.53333333333333,44.8,999,35.72123336791992
video_validation_0000051.mp4,42.666666666666664,46.93333333333333,999,35.2885856628418
video_validation_0000051.mp4,44.8,49.06666666666667,999,35.05434799194336
video_validation_0000051.mp4,46.93333333333333,51.2,999,35.01848220825195
video_validation_0000051.mp4,49.06666666666667,53.333333333333336,12,36.055049896240234
video_validation_0000051.mp4,51.2,55.46666666666667,12,36.67719268798828
video_validation_0000051.mp4,53.333333333333336,57.6,12,36.478755950927734
video_validation_0000051.mp4,55.46666666666667,59.733333333333334,999,35.8487434387207
video_validation_0000051.mp4,57.6,61.86666666666667,999,35.54515838623047
video_validation_0000051.mp4,59.733333333333334,64.0,999,35.469154357910156
video_validation_0000051.mp4,61.86666666666667,66.13333333333334,999,35.313228607177734
video_validation_0000051.mp4,64.0,68.26666666666667,999,35.14539337158203
video_validation_0000051.mp4,66.13333333333334,70.4,999,34.7447509765625
video_validation_0000051.mp4,68.26666666666667,72.53333333333333,999,34.56307601928711
video_validation_0000051.mp4,70.4,74.66666666666667,999,34.755733489990234
video_validation_0000051.mp4,72.53333333333333,76.8,999,34.19607925415039
video_validation_0000051.mp4,74.66666666666667,78.93333333333334,12,34.14852523803711
video_validation_0000051.mp4,76.8,81.06666666666666,12,35.453617095947266
video_validation_0000051.mp4,78.93333333333334,83.2,12,35.333152770996094
video_validation_0000051.mp4,81.06666666666666,85.33333333333333,999,34.765316009521484
video_validation_0000051.mp4,83.2,87.46666666666667,999,34.33098602294922
video_validation_0000051.mp4,85.33333333333333,89.6,999,34.27279281616211
video_validation_0000051.mp4,87.46666666666667,91.73333333333333,999,34.563804626464844
video_validation_0000051.mp4,89.6,93.86666666666666,999,34.6153450012207
video_validation_0000051.mp4,91.73333333333333,96.0,999,32.714900970458984
video_validation_0000051.mp4,93.86666666666666,98.13333333333334,999,30.37067413330078
video_validation_0000051.mp4,96.0,100.26666666666667,999,30.55022430419922
video_validation_0000051.mp4,98.13333333333334,102.4,999,31.738283157348633
video_validation_0000051.mp4,100.26666666666667,104.53333333333333,999,30.934783935546875
video_validation_0000051.mp4,102.4,106.66666666666667,999,29.054224014282227
video_validation_0000051.mp4,104.53333333333333,108.8,999,31.877229690551758
video_validation_0000051.mp4,106.66666666666667,110.93333333333334,999,35.571895599365234
video_validation_0000051.mp4,108.8,113.06666666666666,999,34.5457878112793
video_validation_0000051.mp4,110.93333333333334,115.2,999,30.931255340576172
video_validation_0000051.mp4,113.06666666666666,117.33333333333333,999,28.313556671142578
video_validation_0000051.mp4,115.2,119.46666666666667,999,28.400440216064453
video_validation_0000051.mp4,117.33333333333333,121.6,999,29.2643985748291
video_validation_0000051.mp4,119.46666666666667,123.73333333333333,999,32.72329330444336
video_validation_0000051.mp4,121.6,125.86666666666666,999,36.111488342285156
video_validation_0000051.mp4,123.73333333333333,128.0,999,36.12800979614258
video_validation_0000051.mp4,125.86666666666666,130.13333333333333,999,35.984230041503906
video_validation_0000051.mp4,128.0,132.26666666666668,999,33.283973693847656
video_validation_0000051.mp4,130.13333333333333,134.4,999,29.748472213745117
video_validation_0000051.mp4,132.26666666666668,136.53333333333333,999,29.005718231201172
video_validation_0000051.mp4,134.4,138.66666666666666,999,32.27858352661133
video_validation_0000051.mp4,136.53333333333333,140.8,999,34.89518356323242
video_validation_0000051.mp4,138.66666666666666,142.93333333333334,12,33.90337371826172
video_validation_0000051.mp4,140.8,145.06666666666666,12,33.55380630493164
video_validation_0000051.mp4,142.93333333333334,147.2,12,33.83498764038086
video_validation_0000051.mp4,145.06666666666666,149.33333333333334,999,34.02177429199219
video_validation_0000051.mp4,147.2,151.46666666666667,999,32.47847366333008
video_validation_0000051.mp4,149.33333333333334,153.6,999,29.511762619018555
video_validation_0000051.mp4,157.86666666666667,162.13333333333333,999,28.471797943115234
video_validation_0000051.mp4,162.13333333333333,166.4,12,28.145795822143555
video_validation_0000051.mp4,164.26666666666668,168.53333333333333,12,28.224687576293945
video_validation_0000052.mp4,21.333333333333332,25.6,999,28.42906379699707
video_validation_0000052.mp4,23.466666666666665,27.733333333333334,999,30.10993194580078
video_validation_0000052.mp4,25.6,29.866666666666667,999,31.221328735351562
video_validation_0000052.mp4,27.733333333333334,32.0,999,31.18439483642578
video_validation_0000052.mp4,29.866666666666667,34.13333333333333,999,30.19866943359375
video_validation_0000052.mp4,32.0,36.266666666666666,999,28.19001579284668
video_validation_0000052.mp4,34.13333333333333,38.4,999,28.719436645507812
video_validation_0000052.mp4,36.266666666666666,40.53333333333333,999,29.681785583496094
video_validation_0000052.mp4,38.4,42.666666666666664,999,28.2814884185791
video_validation_0000052.mp4,40.53333333333333,44.8,999,28.362722396850586
video_validation_0000052.mp4,59.733333333333334,64.0,999,28.850215911865234
video_validation_0000052.mp4,61.86666666666667,66.13333333333334,999,28.078035354614258
video_validation_0000052.mp4,70.4,74.66666666666667,999,28.408891677856445
video_validation_0000052.mp4,72.53333333333333,76.8,999,30.815101623535156
video_validation_0000052.mp4,74.66666666666667,78.93333333333334,999,28.92082405090332
video_validation_0000052.mp4,81.06666666666666,85.33333333333333,999,29.388662338256836
video_validation_0000052.mp4,83.2,87.46666666666667,999,28.548961639404297
video_validation_0000052.mp4,91.73333333333333,96.0,999,28.366527557373047
video_validation_0000052.mp4,93.86666666666666,98.13333333333334,999,29.158283233642578
video_validation_0000052.mp4,96.0,100.26666666666667,999,28.316431045532227
video_validation_0000052.mp4,108.8,113.06666666666666,999,29.69598388671875
video_validation_0000052.mp4,110.93333333333334,115.2,999,28.152990341186523
video_validation_0000052.mp4,134.4,138.66666666666666,999,28.68257713317871
video_validation_0000052.mp4,136.53333333333333,140.8,999,28.36607551574707
video_validation_0000052.mp4,140.8,145.06666666666666,999,28.674453735351562
video_validation_0000052.mp4,142.93333333333334,147.2,999,29.96516990661621
video_validation_0000052.mp4,145.06666666666666,149.33333333333334,999,28.49715805053711
video_validation_0000053.mp4,0.0,4.266666666666667,999,30.30572509765625
video_validation_0000053.mp4,2.1333333333333333,6.4,999,29.3846435546875
video_validation_0000053.mp4,4.266666666666667,8.533333333333333,999,29.972185134887695
video_validation_0000053.mp4,6.4,10.666666666666666,12,33.234397888183594
video_validation_0000053.mp4,8.533333333333333,12.8,12,36.095760345458984
video_validation_0000053.mp4,10.666666666666666,14.933333333333334,12,35.382469177246094
video_validation_0000053.mp4,12.8,17.066666666666666,12,34.79290771484375
video_validation_0000053.mp4,14.933333333333334,19.2,12,34.33729934692383
video_validation_0000053.mp4,17.066666666666666,21.333333333333332,12,34.612632751464844
video_validation_0000053.mp4,19.2,23.466666666666665,12,35.35572052001953
video_validation_0000053.mp4,21.333333333333332,25.6,12,35.6570930480957
video_validation_0000053.mp4,23.466666666666665,27.733333333333334,12,35.54050827026367
video_validation_0000053.mp4,25.6,29.866666666666667,12,34.528751373291016
video_validation_0000053.mp4,27.733333333333334,32.0,12,33.513675689697266
video_validation_0000053.mp4,29.866666666666667,34.13333333333333,12,33.962398529052734
video_validation_0000053.mp4,32.0,36.266666666666666,12,35.45638656616211
video_validation_0000053.mp4,34.13333333333333,38.4,12,36.29953384399414
video_validation_0000053.mp4,36.266666666666666,40.53333333333333,12,35.909934997558594
video_validation_0000053.mp4,38.4,42.666666666666664,12,35.166786193847656
video_validation_0000053.mp4,40.53333333333333,44.8,12,34.58729553222656
video_validation_0000053.mp4,42.666666666666664,46.93333333333333,12,33.960052490234375
video_validation_0000053.mp4,44.8,49.06666666666667,12,34.43804931640625
video_validation_0000053.mp4,46.93333333333333,51.2,12,35.65562438964844
video_validation_0000053.mp4,49.06666666666667,53.333333333333336,12,35.97623825073242
video_validation_0000053.mp4,51.2,55.46666666666667,12,35.33052062988281
video_validation_0000053.mp4,53.333333333333336,57.6,12,34.755130767822266
video_validation_0000053.mp4,55.46666666666667,59.733333333333334,12,34.37434005737305
video_validation_0000053.mp4,57.6,61.86666666666667,12,34.074378967285156
video_validation_0000053.mp4,59.733333333333334,64.0,12,34.503265380859375
video_validation_0000053.mp4,61.86666666666667,66.13333333333334,12,35.040489196777344
video_validation_0000053.mp4,64.0,68.26666666666667,12,35.11491394042969
video_validation_0000053.mp4,66.13333333333334,70.4,12,35.021419525146484
video_validation_0000053.mp4,68.26666666666667,72.53333333333333,12,34.83088302612305
video_validation_0000053.mp4,70.4,74.66666666666667,12,34.666725158691406
video_validation_0000053.mp4,72.53333333333333,76.8,12,35.04161071777344
video_validation_0000053.mp4,74.66666666666667,78.93333333333334,12,35.61680603027344
video_validation_0000053.mp4,76.8,81.06666666666666,12,35.59033203125
video_validation_0000053.mp4,78.93333333333334,83.2,12,34.86660385131836
video_validation_0000053.mp4,81.06666666666666,85.33333333333333,12,33.819053649902344
video_validation_0000053.mp4,83.2,87.46666666666667,12,34.0954475402832
video_validation_0000053.mp4,85.33333333333333,89.6,12,35.1769905090332
video_validation_0000053.mp4,87.46666666666667,91.73333333333333,12,35.31382751464844
video_validation_0000053.mp4,89.6,93.86666666666666,12,35.30023956298828
video_validation_0000053.mp4,91.73333333333333,96.0,12,35.4688835144043
video_validation_0000053.mp4,93.86666666666666,98.13333333333334,12,35.33289337158203
video_validation_0000053.mp4,96.0,100.26666666666667,12,35.27886199951172
video_validation_0000053.mp4,98.13333333333334,102.4,12,35.282379150390625
video_validation_0000053.mp4,100.26666666666667,104.53333333333333,12,35.04443359375
video_validation_0000053.mp4,102.4,106.66666666666667,12,34.31657028198242
video_validation_0000053.mp4,104.53333333333333,108.8,12,33.77055358886719
video_validation_0000053.mp4,106.66666666666667,110.93333333333334,12,34.78549575805664
video_validation_0000053.mp4,108.8,113.06666666666666,12,35.87110137939453
video_validation_0000053.mp4,110.93333333333334,115.2,12,35.9729118347168
video_validation_0000053.mp4,113.06666666666666,117.33333333333333,12,35.25309371948242
video_validation_0000053.mp4,115.2,119.46666666666667,12,34.682857513427734
video_validation_0000053.mp4,117.33333333333333,121.6,12,34.023948669433594
video_validation_0000053.mp4,119.46666666666667,123.73333333333333,999,33.58009338378906
video_validation_0000053.mp4,121.6,125.86666666666666,12,34.52059555053711
video_validation_0000053.mp4,123.73333333333333,128.0,12,35.20963668823242
video_validation_0000053.mp4,125.86666666666666,130.13333333333333,12,34.96234893798828
video_validation_0000053.mp4,128.0,132.26666666666668,12,34.690128326416016
video_validation_0000053.mp4,130.13333333333333,134.4,12,34.323787689208984
video_validation_0000053.mp4,132.26666666666668,136.53333333333333,12,33.64180374145508
video_validation_0000053.mp4,134.4,138.66666666666666,12,33.91126251220703
video_validation_0000053.mp4,136.53333333333333,140.8,12,35.37590408325195
video_validation_0000053.mp4,138.66666666666666,142.93333333333334,12,35.85609436035156
video_validation_0000053.mp4,140.8,145.06666666666666,12,35.380428314208984
video_validation_0000053.mp4,142.93333333333334,147.2,12,34.98459243774414
video_validation_0000053.mp4,145.06666666666666,149.33333333333334,12,34.67409133911133
video_validation_0000053.mp4,147.2,151.46666666666667,12,34.846946716308594
video_validation_0000053.mp4,149.33333333333334,153.6,12,35.7037239074707
video_validation_0000053.mp4,151.46666666666667,155.73333333333332,12,36.23715591430664
video_validation_0000053.mp4,153.6,157.86666666666667,12,35.6546516418457
video_validation_0000053.mp4,155.73333333333332,160.0,12,34.65398025512695
video_validation_0000053.mp4,157.86666666666667,162.13333333333333,12,34.977901458740234
video_validation_0000053.mp4,160.0,164.26666666666668,12,35.89116668701172
video_validation_0000053.mp4,162.13333333333333,166.4,12,35.835689544677734
video_validation_0000053.mp4,164.26666666666668,168.53333333333333,12,35.4412956237793
video_validation_0000053.mp4,166.4,170.66666666666666,12,35.43494415283203
video_validation_0000053.mp4,168.53333333333333,172.8,12,35.10552215576172
video_validation_0000053.mp4,170.66666666666666,174.93333333333334,12,34.83358383178711
video_validation_0000053.mp4,172.8,177.06666666666666,12,35.336395263671875
video_validation_0000053.mp4,174.93333333333334,179.2,12,35.396026611328125
video_validation_0000053.mp4,177.06666666666666,181.33333333333334,12,35.16286087036133
video_validation_0000053.mp4,179.2,183.46666666666667,12,35.03853225708008
video_validation_0000053.mp4,181.33333333333334,185.6,12,34.838199615478516
video_validation_0000053.mp4,183.46666666666667,187.73333333333332,12,35.21782684326172
video_validation_0000053.mp4,185.6,189.86666666666667,12,36.26411437988281
video_validation_0000053.mp4,187.73333333333332,192.0,12,36.77631378173828
video_validation_0000053.mp4,189.86666666666667,194.13333333333333,12,36.58461380004883
video_validation_0000053.mp4,192.0,196.26666666666668,12,35.92933654785156
video_validation_0000054.mp4,0.0,4.266666666666667,12,32.91999435424805
video_validation_0000054.mp4,2.1333333333333333,6.4,12,33.48479080200195
video_validation_0000054.mp4,4.266666666666667,8.533333333333333,12,33.69402313232422
video_validation_0000054.mp4,6.4,10.666666666666666,12,33.381103515625
video_validation_0000054.mp4,8.533333333333333,12.8,12,33.307212829589844
video_validation_0000054.mp4,10.666666666666666,14.933333333333334,12,32.866004943847656
video_validation_0000054.mp4,12.8,17.066666666666666,12,32.2208251953125
video_validation_0000054.mp4,14.933333333333334,19.2,12,32.57292556762695
video_validation_0000054.mp4,17.066666666666666,21.333333333333332,12,33.137760162353516
video_validation_0000054.mp4,19.2,23.466666666666665,12,33.19915008544922
video_validation_0000054.mp4,21.333333333333332,25.6,12,33.19917297363281
video_validation_0000054.mp4,23.466666666666665,27.733333333333334,12,33.054290771484375
video_validation_0000054.mp4,25.6,29.866666666666667,12,32.97685623168945
video_validation_0000054.mp4,27.733333333333334,32.0,12,33.00992202758789
video_validation_0000054.mp4,29.866666666666667,34.13333333333333,12,32.910980224609375
video_validation_0000054.mp4,32.0,36.266666666666666,12,32.77827072143555
video_validation_0000054.mp4,34.13333333333333,38.4,12,33.122047424316406
video_validation_0000054.mp4,36.266666666666666,40.53333333333333,12,33.14716720581055
video_validation_0000054.mp4,38.4,42.666666666666664,12,32.606937408447266
video_validation_0000054.mp4,40.53333333333333,44.8,12,32.52900314331055
video_validation_0000054.mp4,42.666666666666664,46.93333333333333,12,32.78859329223633
video_validation_0000054.mp4,44.8,49.06666666666667,12,32.72909164428711
video_validation_0000054.mp4,46.93333333333333,51.2,12,32.651214599609375
video_validation_0000054.mp4,49.06666666666667,53.333333333333336,12,32.82522964477539
video_validation_0000054.mp4,51.2,55.46666666666667,12,32.85221862792969
video_validation_0000054.mp4,53.333333333333336,57.6,12,32.85602569580078
video_validation_0000054.mp4,55.46666666666667,59.733333333333334,12,32.9023323059082
video_validation_0000054.mp4,57.6,61.86666666666667,12,33.05111312866211
video_validation_0000054.mp4,59.733333333333334,64.0,12,33.04231262207031
video_validation_0000054.mp4,61.86666666666667,66.13333333333334,12,33.12410354614258
video_validation_0000054.mp4,64.0,68.26666666666667,12,32.97728729248047
video_validation_0000054.mp4,66.13333333333334,70.4,12,32.47831344604492
video_validation_0000054.mp4,68.26666666666667,72.53333333333333,12,32.04945755004883
video_validation_0000054.mp4,70.4,74.66666666666667,12,32.152095794677734
video_validation_0000054.mp4,72.53333333333333,76.8,12,32.26215744018555
video_validation_0000054.mp4,74.66666666666667,78.93333333333334,12,32.09960174560547
video_validation_0000054.mp4,76.8,81.06666666666666,12,32.437110900878906
